NETWORKCODE,INTERNUMBERHEAD,COUNTRYCODE
62197,6662197,66
62198,6662198,66
62201,6662201,66
62202,6662202,66
62203,6662203,66
62204,6662204,66
62205,6662205,66
62206,6662206,66
62207,6662207,66
62208,6662208,66
62209,6662209,66
62210,6662210,66
62212,6662212,66
62213,6662213,66
62214,6662214,66
62215,6662215,66
62216,6662216,66
62217,6662217,66
62218,6662218,66
62219,6662219,66
6222,666222,66
62220,6662220,66
62221,6662221,66
62223,6662223,66
62224,6662224,66
62225,6662225,66
62226,6662226,66
62227,6662227,66
62228,6662228,66
62229,6662229,66
62230,6662230,66
62231,6662231,66
62232,6662232,66
62234,6662234,66
62235,6662235,66
62236,6662236,66
62237,6662237,66
62238,6662238,66
62239,6662239,66
62240,6662240,66
62241,6662241,66
62242,6662242,66
62243,6662243,66
62245,6662245,66
62246,6662246,66
62247,6662247,66
62248,6662248,66
62249,6662249,66
62250,6662250,66
62251,6662251,66
62252,6662252,66
62253,6662253,66
62254,6662254,66
62256,6662256,66
62257,6662257,66
62258,6662258,66
62259,6662259,66
62260,6662260,66
62261,6662261,66
62262,6662262,66
62263,6662263,66
62264,6662264,66
62265,6662265,66
62267,6662267,66
62268,6662268,66
62269,6662269,66
62270,6662270,66
62271,6662271,66
62272,6662272,66
62273,6662273,66
62274,6662274,66
62275,6662275,66
62276,6662276,66
62278,6662278,66
62279,6662279,66
62280,6662280,66
62281,6662281,66
62282,6662282,66
62283,6662283,66
62284,6662284,66
62285,6662285,66
62286,6662286,66
62287,6662287,66
62289,6662289,66
62290,6662290,66
62291,6662291,66
62292,6662292,66
62293,6662293,66
62294,6662294,66
62295,6662295,66
62296,6662296,66
62297,6662297,66
62298,6662298,66
62301,6662301,66
62302,6662302,66
62303,6662303,66
62304,6662304,66
62305,6662305,66
62306,6662306,66
62307,6662307,66
62308,6662308,66
62309,6662309,66
62310,6662310,66
62312,6662312,66
62313,6662313,66
62314,6662314,66
62315,6662315,66
62316,6662316,66
62317,6662317,66
62318,6662318,66
62319,6662319,66
62320,6662320,66
62321,6662321,66
62323,6662323,66
62324,6662324,66
62325,6662325,66
62326,6662326,66
62327,6662327,66
62328,6662328,66
62329,6662329,66
62330,6662330,66
62331,6662331,66
62332,6662332,66
62334,6662334,66
62335,6662335,66
62336,6662336,66
62337,6662337,66
62338,6662338,66
62339,6662339,66
62340,6662340,66
62341,6662341,66
62342,6662342,66
62343,6662343,66
62345,6662345,66
62346,6662346,66
62347,6662347,66
62348,6662348,66
62349,6662349,66
62350,6662350,66
62351,6662351,66
62352,6662352,66
62353,6662353,66
62354,6662354,66
62356,6662356,66
62357,6662357,66
62358,6662358,66
62359,6662359,66
62360,6662360,66
62361,6662361,66
62362,6662362,66
62363,6662363,66
62364,6662364,66
62365,6662365,66
62367,6662367,66
62368,6662368,66
62369,6662369,66
62370,6662370,66
62371,6662371,66
62372,6662372,66
62373,6662373,66
62374,6662374,66
62375,6662375,66
62376,6662376,66
62378,6662378,66
62379,6662379,66
62380,6662380,66
62381,6662381,66
62382,6662382,66
62383,6662383,66
62384,6662384,66
62385,6662385,66
62386,6662386,66
62387,6662387,66
62389,6662389,66
6239,666239,66
62390,6662390,66
62391,6662391,66
62392,6662392,66
62393,6662393,66
62394,6662394,66
62395,6662395,66
62396,6662396,66
62397,6662397,66
62398,6662398,66
62401,6662401,66
62402,6662402,66
62403,6662403,66
62404,6662404,66
62405,6662405,66
62406,6662406,66
62407,6662407,66
62408,6662408,66
62409,6662409,66
62410,6662410,66
62412,6662412,66
62413,6662413,66
62414,6662414,66
62415,6662415,66
62416,6662416,66
62417,6662417,66
62418,6662418,66
62419,6662419,66
62420,6662420,66
62421,6662421,66
62423,6662423,66
62424,6662424,66
62425,6662425,66
62426,6662426,66
62427,6662427,66
62428,6662428,66
62429,6662429,66
62430,6662430,66
62431,6662431,66
62432,6662432,66
62434,6662434,66
62435,6662435,66
62436,6662436,66
62437,6662437,66
62438,6662438,66
62439,6662439,66
62440,6662440,66
62441,6662441,66
62442,6662442,66
62443,6662443,66
62445,6662445,66
62446,6662446,66
62447,6662447,66
62448,6662448,66
62449,6662449,66
6245,666245,66
62450,6662450,66
62451,6662451,66
62452,6662452,66
62453,6662453,66
62454,6662454,66
62456,6662456,66
62457,6662457,66
62458,6662458,66
62459,6662459,66
62460,6662460,66
62461,6662461,66
62462,6662462,66
62463,6662463,66
62464,6662464,66
62465,6662465,66
62467,6662467,66
62468,6662468,66
62469,6662469,66
62470,6662470,66
62471,6662471,66
62472,6662472,66
62473,6662473,66
62474,6662474,66
62475,6662475,66
62476,6662476,66
62478,6662478,66
62479,6662479,66
62480,6662480,66
62481,6662481,66
62482,6662482,66
62483,6662483,66
62484,6662484,66
62485,6662485,66
62486,6662486,66
62487,6662487,66
62489,6662489,66
62490,6662490,66
62491,6662491,66
62492,6662492,66
62493,6662493,66
62494,6662494,66
62495,6662495,66
62496,6662496,66
62497,6662497,66
62498,6662498,66
62501,6662501,66
62502,6662502,66
62503,6662503,66
62504,6662504,66
62505,6662505,66
62506,6662506,66
62507,6662507,66
62508,6662508,66
62509,6662509,66
62510,6662510,66
62512,6662512,66
62513,6662513,66
62514,6662514,66
62515,6662515,66
62516,6662516,66
62517,6662517,66
62518,6662518,66
62519,6662519,66
62520,6662520,66
62521,6662521,66
62523,6662523,66
62524,6662524,66
62525,6662525,66
62526,6662526,66
62527,6662527,66
62528,6662528,66
62529,6662529,66
62530,6662530,66
62531,6662531,66
62532,6662532,66
62534,6662534,66
62535,6662535,66
62536,6662536,66
62537,6662537,66
62538,6662538,66
62539,6662539,66
62540,6662540,66
62541,6662541,66
62542,6662542,66
62543,6662543,66
62545,6662545,66
62546,6662546,66
62547,6662547,66
62548,6662548,66
62549,6662549,66
62550,6662550,66
62551,6662551,66
62552,6662552,66
62553,6662553,66
62554,6662554,66
62556,6662556,66
62557,6662557,66
62558,6662558,66
62559,6662559,66
62560,6662560,66
62561,6662561,66
62562,6662562,66
62563,6662563,66
62564,6662564,66
62565,6662565,66
62567,6662567,66
62568,6662568,66
62569,6662569,66
62570,6662570,66
62571,6662571,66
62572,6662572,66
62573,6662573,66
62574,6662574,66
62575,6662575,66
62576,6662576,66
62578,6662578,66
62579,6662579,66
62580,6662580,66
62581,6662581,66
62582,6662582,66
62583,6662583,66
62584,6662584,66
62585,6662585,66
62586,6662586,66
62587,6662587,66
62589,6662589,66
62590,6662590,66
62591,6662591,66
62592,6662592,66
62593,6662593,66
62594,6662594,66
62595,6662595,66
62596,6662596,66
62597,6662597,66
62598,6662598,66
62601,6662601,66
62602,6662602,66
62603,6662603,66
62604,6662604,66
62605,6662605,66
62606,6662606,66
62607,6662607,66
62608,6662608,66
62609,6662609,66
62610,6662610,66
62612,6662612,66
62613,6662613,66
62614,6662614,66
62615,6662615,66
62616,6662616,66
62617,6662617,66
62618,6662618,66
62619,6662619,66
62620,6662620,66
62621,6662621,66
62623,6662623,66
62624,6662624,66
62625,6662625,66
62626,6662626,66
62627,6662627,66
62628,6662628,66
62629,6662629,66
62630,6662630,66
62631,6662631,66
62632,6662632,66
62634,6662634,66
62635,6662635,66
62636,6662636,66
62637,6662637,66
62638,6662638,66
62639,6662639,66
62640,6662640,66
62641,6662641,66
62642,6662642,66
62643,6662643,66
62645,6662645,66
62646,6662646,66
62647,6662647,66
62648,6662648,66
62649,6662649,66
6265,666265,66
62650,6662650,66
62651,6662651,66
62652,6662652,66
62653,6662653,66
62654,6662654,66
62656,6662656,66
62657,6662657,66
62658,6662658,66
62659,6662659,66
6266,666266,66
62660,6662660,66
62661,6662661,66
62662,6662662,66
62663,6662663,66
62664,6662664,66
62665,6662665,66
62667,6662667,66
62668,6662668,66
62669,6662669,66
62670,6662670,66
62671,6662671,66
62672,6662672,66
62673,6662673,66
62674,6662674,66
62675,6662675,66
62676,6662676,66
62678,6662678,66
62679,6662679,66
62680,6662680,66
62681,6662681,66
62682,6662682,66
62683,6662683,66
62684,6662684,66
62685,6662685,66
62686,6662686,66
62687,6662687,66
62689,6662689,66
62690,6662690,66
62691,6662691,66
62692,6662692,66
62693,6662693,66
62694,6662694,66
62695,6662695,66
62696,6662696,66
62697,6662697,66
62698,6662698,66
62701,6662701,66
62702,6662702,66
62703,6662703,66
62704,6662704,66
62705,6662705,66
62706,6662706,66
62707,6662707,66
62708,6662708,66
62709,6662709,66
62710,6662710,66
62712,6662712,66
62713,6662713,66
62714,6662714,66
62715,6662715,66
62716,6662716,66
62717,6662717,66
62718,6662718,66
62719,6662719,66
62720,6662720,66
62721,6662721,66
62723,6662723,66
62724,6662724,66
62725,6662725,66
62726,6662726,66
62727,6662727,66
62728,6662728,66
62729,6662729,66
62730,6662730,66
62731,6662731,66
62732,6662732,66
62734,6662734,66
62735,6662735,66
62736,6662736,66
62737,6662737,66
62738,6662738,66
62739,6662739,66
62740,6662740,66
62741,6662741,66
62742,6662742,66
62743,6662743,66
62745,6662745,66
62746,6662746,66
62747,6662747,66
62748,6662748,66
62749,6662749,66
62750,6662750,66
62751,6662751,66
62752,6662752,66
62753,6662753,66
62754,6662754,66
62756,6662756,66
62757,6662757,66
62758,6662758,66
62759,6662759,66
62760,6662760,66
62761,6662761,66
62762,6662762,66
62763,6662763,66
62764,6662764,66
62765,6662765,66
62767,6662767,66
62768,6662768,66
62769,6662769,66
6277,666277,66
62770,6662770,66
62771,6662771,66
62772,6662772,66
62773,6662773,66
62774,6662774,66
62775,6662775,66
62776,6662776,66
62778,6662778,66
62779,6662779,66
62780,6662780,66
62781,6662781,66
62782,6662782,66
62783,6662783,66
62784,6662784,66
62785,6662785,66
62786,6662786,66
62787,6662787,66
62789,6662789,66
62790,6662790,66
62791,6662791,66
62792,6662792,66
62793,6662793,66
62794,6662794,66
62795,6662795,66
62796,6662796,66
62797,6662797,66
62798,6662798,66
62801,6662801,66
62802,6662802,66
62803,6662803,66
62804,6662804,66
62805,6662805,66
62806,6662806,66
62807,6662807,66
62808,6662808,66
62809,6662809,66
62810,6662810,66
62812,6662812,66
62813,6662813,66
62814,6662814,66
62815,6662815,66
62816,6662816,66
62817,6662817,66
62818,6662818,66
62819,6662819,66
62820,6662820,66
62821,6662821,66
62823,6662823,66
62824,6662824,66
62825,6662825,66
62826,6662826,66
62827,6662827,66
62828,6662828,66
62829,6662829,66
62830,6662830,66
62831,6662831,66
62832,6662832,66
62834,6662834,66
62835,6662835,66
62836,6662836,66
62837,6662837,66
62838,6662838,66
62839,6662839,66
62840,6662840,66
62841,6662841,66
62842,6662842,66
62843,6662843,66
62845,6662845,66
62846,6662846,66
62847,6662847,66
62848,6662848,66
62849,6662849,66
62850,6662850,66
62851,6662851,66
62852,6662852,66
62853,6662853,66
62854,6662854,66
62856,6662856,66
62857,6662857,66
62858,6662858,66
62859,6662859,66
62860,6662860,66
62861,6662861,66
62862,6662862,66
62863,6662863,66
62864,6662864,66
62865,6662865,66
62867,6662867,66
62868,6662868,66
62869,6662869,66
62870,6662870,66
62871,6662871,66
62872,6662872,66
62873,6662873,66
62874,6662874,66
62875,6662875,66
62876,6662876,66
62878,6662878,66
62879,6662879,66
6288,666288,66
62880,6662880,66
62881,6662881,66
62882,6662882,66
62883,6662883,66
62884,6662884,66
62885,6662885,66
62886,6662886,66
62887,6662887,66
62889,6662889,66
62890,6662890,66
62891,6662891,66
62892,6662892,66
62893,6662893,66
62894,6662894,66
62895,6662895,66
62896,6662896,66
62897,6662897,66
62898,6662898,66
62901,6662901,66
62902,6662902,66
62903,6662903,66
62904,6662904,66
62905,6662905,66
62906,6662906,66
62907,6662907,66
62908,6662908,66
62909,6662909,66
62910,6662910,66
62912,6662912,66
62913,6662913,66
62914,6662914,66
62915,6662915,66
62916,6662916,66
62917,6662917,66
62918,6662918,66
62919,6662919,66
62920,6662920,66
62921,6662921,66
62923,6662923,66
62924,6662924,66
62925,6662925,66
62926,6662926,66
62927,6662927,66
62928,6662928,66
62929,6662929,66
62930,6662930,66
62931,6662931,66
62932,6662932,66
62934,6662934,66
62935,6662935,66
62936,6662936,66
62937,6662937,66
62938,6662938,66
62939,6662939,66
62940,6662940,66
62941,6662941,66
62942,6662942,66
62943,6662943,66
62945,6662945,66
62946,6662946,66
62947,6662947,66
62948,6662948,66
62949,6662949,66
62950,6662950,66
62951,6662951,66
62952,6662952,66
62953,6662953,66
62954,6662954,66
62956,6662956,66
62957,6662957,66
62958,6662958,66
62959,6662959,66
62960,6662960,66
62961,6662961,66
62962,6662962,66
62963,6662963,66
62964,6662964,66
62965,6662965,66
62967,6662967,66
62968,6662968,66
62969,6662969,66
62970,6662970,66
62971,6662971,66
62972,6662972,66
62973,6662973,66
62974,6662974,66
62975,6662975,66
62976,6662976,66
62978,6662978,66
62979,6662979,66
62980,6662980,66
62981,6662981,66
62982,6662982,66
62983,6662983,66
62984,6662984,66
62985,6662985,66
62986,6662986,66
62987,6662987,66
62989,6662989,66
62990,6662990,66
62991,6662991,66
62992,6662992,66
62993,6662993,66
62994,6662994,66
62995,6662995,66
62996,6662996,66
62997,6662997,66
62998,6662998,66
63001,6663001,66
63002,6663002,66
63003,6663003,66
63004,6663004,66
63005,6663005,66
63006,6663006,66
63007,6663007,66
63008,6663008,66
63009,6663009,66
63010,6663010,66
63012,6663012,66
63013,6663013,66
63014,6663014,66
63015,6663015,66
63016,6663016,66
63017,6663017,66
63018,6663018,66
63019,6663019,66
63020,6663020,66
63021,6663021,66
63023,6663023,66
63024,6663024,66
63025,6663025,66
63026,6663026,66
63027,6663027,66
63028,6663028,66
63029,6663029,66
63030,6663030,66
63031,6663031,66
63032,6663032,66
63034,6663034,66
63035,6663035,66
63036,6663036,66
63037,6663037,66
63038,6663038,66
63039,6663039,66
63040,6663040,66
63041,6663041,66
63042,6663042,66
63043,6663043,66
63045,6663045,66
63046,6663046,66
63047,6663047,66
63048,6663048,66
63049,6663049,66
63050,6663050,66
63051,6663051,66
63052,6663052,66
63053,6663053,66
63054,6663054,66
63056,6663056,66
63057,6663057,66
63058,6663058,66
63059,6663059,66
63060,6663060,66
63061,6663061,66
63062,6663062,66
63063,6663063,66
63064,6663064,66
63065,6663065,66
63067,6663067,66
63068,6663068,66
63069,6663069,66
63070,6663070,66
63071,6663071,66
63072,6663072,66
63073,6663073,66
63074,6663074,66
63075,6663075,66
63076,6663076,66
63078,6663078,66
63079,6663079,66
63080,6663080,66
63081,6663081,66
63082,6663082,66
63083,6663083,66
63084,6663084,66
63085,6663085,66
63086,6663086,66
63087,6663087,66
63089,6663089,66
63090,6663090,66
63091,6663091,66
63092,6663092,66
63093,6663093,66
63094,6663094,66
63095,6663095,66
63096,6663096,66
63097,6663097,66
63098,6663098,66
63101,6663101,66
63102,6663102,66
63103,6663103,66
63104,6663104,66
63105,6663105,66
63106,6663106,66
63107,6663107,66
63108,6663108,66
63109,6663109,66
63110,6663110,66
63112,6663112,66
63113,6663113,66
63114,6663114,66
63115,6663115,66
63116,6663116,66
63117,6663117,66
63118,6663118,66
63119,6663119,66
63120,6663120,66
63121,6663121,66
63123,6663123,66
63124,6663124,66
63125,6663125,66
63126,6663126,66
63127,6663127,66
63128,6663128,66
63129,6663129,66
63130,6663130,66
63131,6663131,66
63132,6663132,66
63134,6663134,66
63135,6663135,66
63136,6663136,66
63137,6663137,66
63138,6663138,66
63139,6663139,66
63140,6663140,66
63141,6663141,66
63142,6663142,66
63143,6663143,66
63145,6663145,66
63146,6663146,66
63147,6663147,66
63148,6663148,66
63149,6663149,66
63150,6663150,66
63151,6663151,66
63152,6663152,66
63153,6663153,66
63154,6663154,66
63156,6663156,66
63157,6663157,66
63158,6663158,66
63159,6663159,66
63160,6663160,66
63161,6663161,66
63162,6663162,66
63163,6663163,66
63164,6663164,66
63165,6663165,66
63167,6663167,66
63168,6663168,66
63169,6663169,66
63170,6663170,66
63171,6663171,66
63172,6663172,66
63173,6663173,66
63174,6663174,66
63175,6663175,66
63176,6663176,66
63178,6663178,66
63179,6663179,66
63180,6663180,66
63181,6663181,66
63182,6663182,66
63183,6663183,66
63184,6663184,66
63185,6663185,66
63186,6663186,66
63187,6663187,66
63189,6663189,66
63190,6663190,66
63191,6663191,66
63192,6663192,66
63193,6663193,66
63194,6663194,66
63195,6663195,66
63196,6663196,66
63197,6663197,66
63198,6663198,66
63201,6663201,66
63202,6663202,66
63203,6663203,66
63204,6663204,66
63205,6663205,66
63206,6663206,66
63207,6663207,66
63208,6663208,66
63209,6663209,66
63210,6663210,66
63212,6663212,66
63213,6663213,66
63214,6663214,66
63215,6663215,66
63216,6663216,66
63217,6663217,66
63218,6663218,66
63219,6663219,66
63220,6663220,66
63221,6663221,66
63223,6663223,66
63224,6663224,66
63225,6663225,66
63226,6663226,66
63227,6663227,66
63228,6663228,66
63229,6663229,66
63230,6663230,66
63231,6663231,66
63232,6663232,66
63234,6663234,66
63235,6663235,66
63236,6663236,66
63237,6663237,66
63238,6663238,66
63239,6663239,66
63240,6663240,66
63241,6663241,66
63242,6663242,66
63243,6663243,66
63245,6663245,66
63246,6663246,66
63247,6663247,66
63248,6663248,66
63249,6663249,66
63250,6663250,66
63251,6663251,66
63252,6663252,66
63253,6663253,66
63254,6663254,66
63256,6663256,66
63257,6663257,66
63258,6663258,66
63259,6663259,66
63260,6663260,66
63261,6663261,66
63262,6663262,66
63263,6663263,66
63264,6663264,66
63265,6663265,66
63267,6663267,66
63268,6663268,66
63269,6663269,66
63270,6663270,66
63271,6663271,66
63272,6663272,66
63273,6663273,66
63296,6663296,66
63297,6663297,66
63298,6663298,66
63301,6663301,66
63302,6663302,66
63303,6663303,66
63304,6663304,66
63305,6663305,66
63306,6663306,66
63307,6663307,66
63308,6663308,66
63309,6663309,66
63310,6663310,66
63312,6663312,66
63313,6663313,66
63314,6663314,66
63315,6663315,66
63316,6663316,66
63317,6663317,66
63318,6663318,66
63319,6663319,66
63320,6663320,66
63321,6663321,66
63323,6663323,66
63324,6663324,66
63325,6663325,66
63326,6663326,66
63327,6663327,66
63328,6663328,66
63329,6663329,66
6333,666333,66
63340,6663340,66
63341,6663341,66
63342,6663342,66
63343,6663343,66
63345,6663345,66
63346,6663346,66
63347,6663347,66
63348,6663348,66
63349,6663349,66
63350,6663350,66
63351,6663351,66
63352,6663352,66
63353,6663353,66
63354,6663354,66
63356,6663356,66
63357,6663357,66
63358,6663358,66
63359,6663359,66
63360,6663360,66
63361,6663361,66
63362,6663362,66
63363,6663363,66
63364,6663364,66
63365,6663365,66
63367,6663367,66
63368,6663368,66
63369,6663369,66
63370,6663370,66
63371,6663371,66
63372,6663372,66
63373,6663373,66
63374,6663374,66
63375,6663375,66
63376,6663376,66
63378,6663378,66
63379,6663379,66
63380,6663380,66
63381,6663381,66
63382,6663382,66
63383,6663383,66
63384,6663384,66
63385,6663385,66
63386,6663386,66
63387,6663387,66
63389,6663389,66
63390,6663390,66
63391,6663391,66
63392,6663392,66
63393,6663393,66
63394,6663394,66
63395,6663395,66
63396,6663396,66
63397,6663397,66
63398,6663398,66
63401,6663401,66
63402,6663402,66
63403,6663403,66
63404,6663404,66
63405,6663405,66
63406,6663406,66
63407,6663407,66
63408,6663408,66
63409,6663409,66
63410,6663410,66
63412,6663412,66
63413,6663413,66
63414,6663414,66
63415,6663415,66
63416,6663416,66
63417,6663417,66
63418,6663418,66
63419,6663419,66
63420,6663420,66
63421,6663421,66
63423,6663423,66
63424,6663424,66
63425,6663425,66
63426,6663426,66
63427,6663427,66
63428,6663428,66
63429,6663429,66
63430,6663430,66
63431,6663431,66
63432,6663432,66
63434,6663434,66
63435,6663435,66
63436,6663436,66
63437,6663437,66
63438,6663438,66
63439,6663439,66
6344,666344,66
63440,6663440,66
63441,6663441,66
63442,6663442,66
63443,6663443,66
63445,6663445,66
63446,6663446,66
63447,6663447,66
63448,6663448,66
63449,6663449,66
63450,6663450,66
63451,6663451,66
63452,6663452,66
63453,6663453,66
63454,6663454,66
63456,6663456,66
63457,6663457,66
63458,6663458,66
63459,6663459,66
63460,6663460,66
63461,6663461,66
63462,6663462,66
63463,6663463,66
63464,6663464,66
63465,6663465,66
63467,6663467,66
63468,6663468,66
63469,6663469,66
63470,6663470,66
63471,6663471,66
63472,6663472,66
63473,6663473,66
63474,6663474,66
63475,6663475,66
63476,6663476,66
63478,6663478,66
63479,6663479,66
63480,6663480,66
63481,6663481,66
63482,6663482,66
63483,6663483,66
63484,6663484,66
63485,6663485,66
63486,6663486,66
63487,6663487,66
63489,6663489,66
63490,6663490,66
63491,6663491,66
63492,6663492,66
63493,6663493,66
63494,6663494,66
63495,6663495,66
63496,6663496,66
63497,6663497,66
63498,6663498,66
63501,6663501,66
63502,6663502,66
63503,6663503,66
63504,6663504,66
63505,6663505,66
63506,6663506,66
63507,6663507,66
63508,6663508,66
63509,6663509,66
63510,6663510,66
63512,6663512,66
63513,6663513,66
63514,6663514,66
63515,6663515,66
63516,6663516,66
63517,6663517,66
63518,6663518,66
63519,6663519,66
63520,6663520,66
63521,6663521,66
63523,6663523,66
63524,6663524,66
63525,6663525,66
63526,6663526,66
63527,6663527,66
63528,6663528,66
63529,6663529,66
63530,6663530,66
63531,6663531,66
63532,6663532,66
63534,6663534,66
63535,6663535,66
63536,6663536,66
63537,6663537,66
63538,6663538,66
63539,6663539,66
63540,6663540,66
63541,6663541,66
63542,6663542,66
63543,6663543,66
63545,6663545,66
63546,6663546,66
63547,6663547,66
63548,6663548,66
63549,6663549,66
63550,6663550,66
63573,6663573,66
63574,6663574,66
63575,6663575,66
63576,6663576,66
63578,6663578,66
63579,6663579,66
63580,6663580,66
63581,6663581,66
63582,6663582,66
63583,6663583,66
63584,6663584,66
63585,6663585,66
63586,6663586,66
63587,6663587,66
63589,6663589,66
63590,6663590,66
63591,6663591,66
63592,6663592,66
63593,6663593,66
63594,6663594,66
63595,6663595,66
63596,6663596,66
63597,6663597,66
63598,6663598,66
63601,6663601,66
63602,6663602,66
63603,6663603,66
63604,6663604,66
63605,6663605,66
63606,6663606,66
63607,6663607,66
63608,6663608,66
63609,6663609,66
63610,6663610,66
63612,6663612,66
63613,6663613,66
63614,6663614,66
63615,6663615,66
63616,6663616,66
63617,6663617,66
63618,6663618,66
63619,6663619,66
63620,6663620,66
63621,6663621,66
63623,6663623,66
63624,6663624,66
63625,6663625,66
63626,6663626,66
63627,6663627,66
63628,6663628,66
63629,6663629,66
63630,6663630,66
63631,6663631,66
63632,6663632,66
63634,6663634,66
63635,6663635,66
63636,6663636,66
63637,6663637,66
63638,6663638,66
63639,6663639,66
63640,6663640,66
63641,6663641,66
63642,6663642,66
63643,6663643,66
63645,6663645,66
63646,6663646,66
63647,6663647,66
63648,6663648,66
63649,6663649,66
63650,6663650,66
63651,6663651,66
63652,6663652,66
63653,6663653,66
63654,6663654,66
63656,6663656,66
63657,6663657,66
63658,6663658,66
63659,6663659,66
6366,666366,66
63660,6663660,66
63661,6663661,66
63662,6663662,66
63663,6663663,66
63664,6663664,66
63665,6663665,66
63667,6663667,66
63668,6663668,66
63669,6663669,66
63670,6663670,66
63671,6663671,66
63672,6663672,66
63673,6663673,66
63674,6663674,66
63675,6663675,66
63676,6663676,66
63678,6663678,66
63679,6663679,66
63680,6663680,66
63681,6663681,66
63682,6663682,66
63683,6663683,66
63684,6663684,66
63685,6663685,66
63686,6663686,66
63687,6663687,66
64930,6664930,66
64931,6664931,66
64932,6664932,66
64934,6664934,66
64935,6664935,66
64936,6664936,66
64937,6664937,66
64938,6664938,66
64939,6664939,66
64940,6664940,66
64941,6664941,66
64942,6664942,66
64943,6664943,66
64945,6664945,66
64946,6664946,66
64947,6664947,66
64948,6664948,66
64949,6664949,66
64950,6664950,66
64951,6664951,66
64952,6664952,66
64953,6664953,66
64954,6664954,66
64956,6664956,66
64957,6664957,66
64958,6664958,66
64959,6664959,66
64960,6664960,66
64961,6664961,66
64962,6664962,66
64963,6664963,66
64964,6664964,66
64965,6664965,66
64967,6664967,66
64968,6664968,66
64969,6664969,66
64970,6664970,66
64971,6664971,66
64972,6664972,66
64973,6664973,66
64974,6664974,66
64975,6664975,66
64976,6664976,66
64978,6664978,66
64979,6664979,66
64980,6664980,66
64981,6664981,66
64982,6664982,66
64983,6664983,66
64984,6664984,66
64985,6664985,66
64986,6664986,66
64987,6664987,66
64989,6664989,66
64990,6664990,66
64991,6664991,66
64992,6664992,66
64993,6664993,66
64994,6664994,66
64995,6664995,66
64996,6664996,66
64997,6664997,66
64998,6664998,66
65000,6665000,66
65001,6665001,66
65002,6665002,66
65003,6665003,66
65004,6665004,66
65005,6665005,66
65006,6665006,66
65007,6665007,66
65008,6665008,66
65009,6665009,66
65010,6665010,66
65012,6665012,66
65013,6665013,66
65014,6665014,66
65015,6665015,66
65016,6665016,66
65017,6665017,66
65018,6665018,66
65019,6665019,66
65020,6665020,66
65021,6665021,66
65023,6665023,66
65024,6665024,66
65025,6665025,66
65026,6665026,66
65027,6665027,66
65028,6665028,66
65029,6665029,66
65030,6665030,66
65031,6665031,66
65032,6665032,66
65034,6665034,66
65035,6665035,66
65036,6665036,66
65037,6665037,66
65038,6665038,66
65039,6665039,66
65040,6665040,66
65041,6665041,66
65042,6665042,66
65043,6665043,66
65045,6665045,66
65046,6665046,66
65047,6665047,66
65048,6665048,66
65049,6665049,66
6505,666505,66
65050,6665050,66
65051,6665051,66
65052,6665052,66
65053,6665053,66
65054,6665054,66
65056,6665056,66
65057,6665057,66
65058,6665058,66
65059,6665059,66
65060,6665060,66
65061,6665061,66
65062,6665062,66
65063,6665063,66
65064,6665064,66
65065,6665065,66
65067,6665067,66
65068,6665068,66
65069,6665069,66
65070,6665070,66
65071,6665071,66
65072,6665072,66
65073,6665073,66
65074,6665074,66
65075,6665075,66
65076,6665076,66
65078,6665078,66
65079,6665079,66
65080,6665080,66
65081,6665081,66
65082,6665082,66
65083,6665083,66
65084,6665084,66
65085,6665085,66
65086,6665086,66
65087,6665087,66
65089,6665089,66
6509,666509,66
65090,6665090,66
65091,6665091,66
65092,6665092,66
65093,6665093,66
65094,6665094,66
65095,6665095,66
65096,6665096,66
65097,6665097,66
65098,6665098,66
65101,6665101,66
65102,6665102,66
65103,6665103,66
65104,6665104,66
65105,6665105,66
65106,6665106,66
65107,6665107,66
65108,6665108,66
65109,6665109,66
65110,6665110,66
65112,6665112,66
65113,6665113,66
65114,6665114,66
65115,6665115,66
65116,6665116,66
65117,6665117,66
65118,6665118,66
65119,6665119,66
65120,6665120,66
65121,6665121,66
65123,6665123,66
65203,6665203,66
65204,6665204,66
65205,6665205,66
65206,6665206,66
65207,6665207,66
65208,6665208,66
65209,6665209,66
65210,6665210,66
65212,6665212,66
65213,6665213,66
65214,6665214,66
65215,6665215,66
65216,6665216,66
65217,6665217,66
65218,6665218,66
65219,6665219,66
6522,666522,66
65220,6665220,66
65221,6665221,66
65223,6665223,66
65224,6665224,66
65225,6665225,66
65226,6665226,66
65227,6665227,66
65228,6665228,66
65229,6665229,66
65230,6665230,66
65231,6665231,66
65232,6665232,66
65234,6665234,66
65235,6665235,66
65236,6665236,66
65237,6665237,66
65238,6665238,66
65239,6665239,66
65240,6665240,66
65241,6665241,66
65242,6665242,66
65243,6665243,66
65245,6665245,66
65246,6665246,66
65247,6665247,66
65248,6665248,66
65249,6665249,66
65250,6665250,66
65251,6665251,66
65252,6665252,66
65253,6665253,66
65254,6665254,66
65256,6665256,66
65257,6665257,66
65258,6665258,66
65259,6665259,66
65260,6665260,66
65261,6665261,66
65262,6665262,66
65263,6665263,66
65264,6665264,66
65265,6665265,66
65267,6665267,66
65268,6665268,66
65269,6665269,66
65270,6665270,66
65271,6665271,66
65272,6665272,66
65273,6665273,66
65274,6665274,66
65275,6665275,66
65276,6665276,66
65278,6665278,66
65279,6665279,66
65280,6665280,66
65281,6665281,66
