NETWORKCODE,INTERNUMBERHEAD,COUNTRYCODE
33815,2733815,27
33816,2733816,27
33817,2733817,27
33818,2733818,27
338800,27338800,27
33940,2733940,27
34001,2734001,27
340040,27340040,27
340070,27340070,27
340085,27340085,27
340090,27340090,27
340240,27340240,27
340320,27340320,27
340620,27340620,27
340650,27340650,27
341080,27341080,27
341085,27341085,27
341500,27341500,27
342050,27342050,27
342500,27342500,27
342506,27342506,27
342850,27342850,27
343020,27343020,27
343300,27343300,27
343305,27343305,27
344260,27344260,27
344300,27344300,27
344920,27344920,27
34811,2734811,27
34812,2734812,27
34813,2734813,27
34814,2734814,27
34815,2734815,27
34816,2734816,27
34817,2734817,27
34818,2734818,27
348800,27348800,27
349400,27349400,27
349401,27349401,27
349402,27349402,27
349403,27349403,27
349404,27349404,27
35001,2735001,27
350040,27350040,27
350070,27350070,27
350085,27350085,27
350090,27350090,27
350240,27350240,27
350320,27350320,27
350650,27350650,27
350680,27350680,27
351080,27351080,27
351500,27351500,27
351501,27351501,27
351505,27351505,27
351610,27351610,27
352430,27352430,27
352510,27352510,27
352516,27352516,27
352850,27352850,27
353020,27353020,27
353500,27353500,27
353560,27353560,27
354260,27354260,27
354920,27354920,27
355140,27355140,27
356280,27356280,27
35813,2735813,27
35814,2735814,27
35815,2735815,27
35816,2735816,27
35817,2735817,27
35818,2735818,27
35819,2735819,27
35820,2735820,27
358800,27358800,27
359400,27359400,27
359401,27359401,27
359402,27359402,27
359403,27359403,27
359404,27359404,27
360040,27360040,27
360070,27360070,27
360090,27360090,27
360240,27360240,27
360320,27360320,27
360325,27360325,27
360870,27360870,27
361080,27361080,27
361085,27361085,27
361500,27361500,27
361610,27361610,27
362500,27362500,27
362506,27362506,27
363020,27363020,27
363070,27363070,27
363300,27363300,27
363305,27363305,27
363470,27363470,27
363479,27363479,27
364260,27364260,27
364780,27364780,27
364920,27364920,27
367860,27367860,27
36811,2736811,27
36812,2736812,27
36813,2736813,27
36814,2736814,27
36815,2736815,27
368800,27368800,27
369400,27369400,27
369401,27369401,27
369402,27369402,27
369403,27369403,27
369404,27369404,27
36941,2736941,27
39001,2739001,27
390040,27390040,27
390070,27390070,27
390075,27390075,27
390085,27390085,27
390090,27390090,27
390101,27390101,27
390240,27390240,27
390320,27390320,27
391010,27391010,27
391080,27391080,27
391500,27391500,27
392000,27392000,27
392010,27392010,27
392050,27392050,27
393020,27393020,27
393220,27393220,27
393300,27393300,27
393305,27393305,27
393500,27393500,27
393506,27393506,27
394260,27394260,27
394920,27394920,27
39811,2739811,27
39812,2739812,27
39813,2739813,27
39814,2739814,27
39815,2739815,27
39816,2739816,27
39817,2739817,27
39818,2739818,27
398800,27398800,27
39940,2739940,27
399410,27399410,27
399411,27399411,27
399412,27399412,27
399413,27399413,27
399414,27399414,27
400040,27400040,27
400050,27400050,27
400060,27400060,27
400090,27400090,27
400095,27400095,27
400240,27400240,27
401010,27401010,27
401080,27401080,27
401500,27401500,27
401610,27401610,27
402500,27402500,27
402506,27402506,27
403020,27403020,27
403070,27403070,27
403300,27403300,27
403305,27403305,27
404035,27404035,27
404140,27404140,27
404780,27404780,27
404920,27404920,27
40555,2740555,27
408800,27408800,27
408805,27408805,27
40940,2740940,27
41000,2741000,27
41001,2741001,27
41004,2741004,27
410060,27410060,27
410061,27410061,27
410062,27410062,27
410063,27410063,27
410064,27410064,27
410070,27410070,27
410085,27410085,27
410090,27410090,27
410092,27410092,27
410100,27410100,27
410101,27410101,27
410105,27410105,27
410110,27410110,27
410125,27410125,27
410150,27410150,27
410160,27410160,27
410200,27410200,27
410230,27410230,27
410240,27410240,27
41030,2741030,27
410360,27410360,27
410450,27410450,27
41050,2741050,27
410545,27410545,27
410546,27410546,27
410547,27410547,27
410548,27410548,27
410549,27410549,27
410650,27410650,27
410706,27410706,27
410720,27410720,27
410910,27410910,27
411000,27411000,27
411010,27411010,27
411011,27411011,27
411012,27411012,27
411013,27411013,27
411014,27411014,27
411100,27411100,27
411101,27411101,27
411102,27411102,27
411105,27411105,27
411110,27411110,27
411111,27411111,27
411250,27411250,27
411330,27411330,27
411450,27411450,27
411610,27411610,27
411800,27411800,27
411801,27411801,27
411802,27411802,27
411803,27411803,27
411804,27411804,27
412050,27412050,27
412500,27412500,27
412506,27412506,27
412600,27412600,27
412710,27412710,27
413290,27413290,27
413300,27413300,27
413440,27413440,27
413845,27413845,27
414100,27414100,27
414355,27414355,27
414370,27414370,27
41450,2741450,27
414750,27414750,27
414760,27414760,27
41492,2741492,27
415160,27415160,27
41517,2741517,27
415170,27415170,27
415171,27415171,27
415172,27415172,27
415173,27415173,27
415174,27415174,27
41518,2741518,27
41519,2741519,27
415410,27415410,27
415520,27415520,27
415550,27415550,27
416120,27416120,27
416300,27416300,27
417540,27417540,27
417770,27417770,27
417860,27417860,27
41811,2741811,27
41812,2741812,27
41813,2741813,27
41814,2741814,27
41815,2741815,27
41816,2741816,27
41817,2741817,27
41818,2741818,27
41819,2741819,27
41820,2741820,27
41821,2741821,27
41822,2741822,27
41823,2741823,27
418650,27418650,27
418800,27418800,27
418801,27418801,27
418802,27418802,27
42004,2742004,27
420070,27420070,27
420085,27420085,27
420090,27420090,27
420110,27420110,27
420240,27420240,27
420420,27420420,27
420650,27420650,27
421080,27421080,27
421085,27421085,27
4213300,274213300,27
4213301,274213301,27
4213302,274213302,27
4213303,274213303,27
4213304,274213304,27
421500,27421500,27
422050,27422050,27
422500,27422500,27
422506,27422506,27
423020,27423020,27
423300,27423300,27
423305,27423305,27
424140,27424140,27
424780,27424780,27
424920,27424920,27
428800,27428800,27
42940,2742940,27
43001,2743001,27
430010,27430010,27
430011,27430011,27
43004,2743004,27
430070,27430070,27
430085,27430085,27
430090,27430090,27
430101,27430101,27
430110,27430110,27
430125,27430125,27
430230,27430230,27
430240,27430240,27
430505,27430505,27
430506,27430506,27
430507,27430507,27
430508,27430508,27
430509,27430509,27
43051,2743051,27
430540,27430540,27
430650,27430650,27
431010,27431010,27
431020,27431020,27
431021,27431021,27
431022,27431022,27
431080,27431080,27
431085,27431085,27
431100,27431100,27
431110,27431110,27
431200,27431200,27
431201,27431201,27
431202,27431202,27
431250,27431250,27
4313300,274313300,27
4313301,274313301,27
4313302,274313302,27
4313303,274313303,27
4313304,274313304,27
431610,27431610,27
432500,27432500,27
432506,27432506,27
432850,27432850,27
432890,27432890,27
433020,27433020,27
433300,27433300,27
434035,27434035,27
434140,27434140,27
434220,27434220,27
434920,27434920,27
434921,27434921,27
434922,27434922,27
434933,27434933,27
434934,27434934,27
43555,2743555,27
437530,27437530,27
43811,2743811,27
43812,2743812,27
43813,2743813,27
43814,2743814,27
43815,2743815,27
43816,2743816,27
43817,2743817,27
43818,2743818,27
438800,27438800,27
439120,27439120,27
44001,2744001,27
44004,2744004,27
440070,27440070,27
440085,27440085,27
440090,27440090,27
440100,27440100,27
440101,27440101,27
440110,27440110,27
440125,27440125,27
440200,27440200,27
440230,27440230,27
440240,27440240,27
44050,2744050,27
440500,27440500,27
440501,27440501,27
440502,27440502,27
440503,27440503,27
440504,27440504,27
440510,27440510,27
440511,27440511,27
440512,27440512,27
440513,27440513,27
440514,27440514,27
440650,27440650,27
440720,27440720,27
440910,27440910,27
440930,27440930,27
441080,27441080,27
441085,27441085,27
441100,27441100,27
441105,27441105,27
441500,27441500,27
441660,27441660,27
442200,27442200,27
442201,27442201,27
442202,27442202,27
442203,27442203,27
442204,27442204,27
442500,27442500,27
442506,27442506,27
442715,27442715,27
442850,27442850,27
443000,27443000,27
443120,27443120,27
44330,2744330,27
443330,27443330,27
444035,27444035,27
444140,27444140,27
444920,27444920,27
444921,27444921,27
444922,27444922,27
444950,27444950,27
445180,27445180,27
445181,27445181,27
446300,27446300,27
447780,27447780,27
447860,27447860,27
448100,27448100,27
448101,27448101,27
448107,27448107,27
44811,2744811,27
44812,2744812,27
44813,2744813,27
44814,2744814,27
44815,2744815,27
44816,2744816,27
44817,2744817,27
44818,2744818,27
44819,2744819,27
44820,2744820,27
44821,2744821,27
44822,2744822,27
448680,27448680,27
45001,2745001,27
450040,27450040,27
450070,27450070,27
450085,27450085,27
450090,27450090,27
450110,27450110,27
450240,27450240,27
450500,27450500,27
450501,27450501,27
450502,27450502,27
450503,27450503,27
450504,27450504,27
450510,27450510,27
450511,27450511,27
450512,27450512,27
450513,27450513,27
450514,27450514,27
451010,27451010,27
451080,27451080,27
451085,27451085,27
451500,27451500,27
452050,27452050,27
452210,27452210,27
452500,27452500,27
452506,27452506,27
453020,27453020,27
453070,27453070,27
453300,27453300,27
453305,27453305,27
454035,27454035,27
454140,27454140,27
454920,27454920,27
454990,27454990,27
455140,27455140,27
45555,2745555,27
457860,27457860,27
458800,27458800,27
46001,2746001,27
460040,27460040,27
460090,27460090,27
460110,27460110,27
460240,27460240,27
460890,27460890,27
461080,27461080,27
461500,27461500,27
461501,27461501,27
461505,27461505,27
462500,27462500,27
462506,27462506,27
463020,27463020,27
463070,27463070,27
463300,27463300,27
463305,27463305,27
463309,27463309,27
464140,27464140,27
464920,27464920,27
465080,27465080,27
465180,27465180,27
46555,2746555,27
468800,27468800,27
46940,2746940,27
469400,27469400,27
470040,27470040,27
470085,27470085,27
470088,27470088,27
470090,27470090,27
470095,27470095,27
470110,27470110,27
470240,27470240,27
470500,27470500,27
470501,27470501,27
470502,27470502,27
470503,27470503,27
470504,27470504,27
470650,27470650,27
471000,27471000,27
471001,27471001,27
471002,27471002,27
471003,27471003,27
471010,27471010,27
471080,27471080,27
471100,27471100,27
471105,27471105,27
471109,27471109,27
471500,27471500,27
472170,27472170,27
472500,27472500,27
472506,27472506,27
472850,27472850,27
473020,27473020,27
473300,27473300,27
473305,27473305,27
474035,27474035,27
474140,27474140,27
474780,27474780,27
474950,27474950,27
47554,2747554,27
477530,27477530,27
477763,27477763,27
47811,2747811,27
47812,2747812,27
47813,2747813,27
47814,2747814,27
47815,2747815,27
47816,2747816,27
47817,2747817,27
478790,27478790,27
478800,27478800,27
48001,2748001,27
480040,27480040,27
480090,27480090,27
480095,27480095,27
480240,27480240,27
481080,27481080,27
481099,27481099,27
481500,27481500,27
482500,27482500,27
482506,27482506,27
483020,27483020,27
483070,27483070,27
483300,27483300,27
483305,27483305,27
484140,27484140,27
484920,27484920,27
484960,27484960,27
487530,27487530,27
488800,27488800,27
489400,27489400,27
490040,27490040,27
490090,27490090,27
490095,27490095,27
490110,27490110,27
490240,27490240,27
490249,27490249,27
491080,27491080,27
491250,27491250,27
491500,27491500,27
492500,27492500,27
492506,27492506,27
493020,27493020,27
493070,27493070,27
493300,27493300,27
493305,27493305,27
494140,27494140,27
494780,27494780,27
494920,27494920,27
494990,27494990,27
495550,27495550,27
497530,27497530,27
498800,27498800,27
499400,27499400,27
499401,27499401,27
499402,27499402,27
499403,27499403,27
499404,27499404,27
51000,2751000,27
51001,2751001,27
51004,2751004,27
510070,27510070,27
510085,27510085,27
510088,27510088,27
510090,27510090,27
510092,27510092,27
510100,27510100,27
510101,27510101,27
510105,27510105,27
51011,2751011,27
510125,27510125,27
51013,2751013,27
51014,2751014,27
510150,27510150,27
510160,27510160,27
51017,2751017,27
510230,27510230,27
510240,27510240,27
510300,27510300,27
510360,27510360,27
510451,27510451,27
510545,27510545,27
510546,27510546,27
510547,27510547,27
510548,27510548,27
510549,27510549,27
510650,27510650,27
510706,27510706,27
510720,27510720,27
510910,27510910,27
511010,27511010,27
511011,27511011,27
511012,27511012,27
511013,27511013,27
511014,27511014,27
511080,27511080,27
511100,27511100,27
511101,27511101,27
511102,27511102,27
511105,27511105,27
511110,27511110,27
511111,27511111,27
511115,27511115,27
511250,27511250,27
511330,27511330,27
511360,27511360,27
51140,2751140,27
511450,27511450,27
511610,27511610,27
512105,27512105,27
512280,27512280,27
512300,27512300,27
512476,27512476,27
512500,27512500,27
512501,27512501,27
512502,27512502,27
512503,27512503,27
512504,27512504,27
512710,27512710,27
512850,27512850,27
513300,27513300,27
513440,27513440,27
513470,27513470,27
513500,27513500,27
513505,27513505,27
513925,27513925,27
514150,27514150,27
514635,27514635,27
514750,27514750,27
514760,27514760,27
51492,2751492,27
514970,27514970,27
515010,27515010,27
515100,27515100,27
515550,27515550,27
516300,27516300,27
517440,27517440,27
517770,27517770,27
517780,27517780,27
517860,27517860,27
517930,27517930,27
51812,2751812,27
51813,2751813,27
51814,2751814,27
51815,2751815,27
51816,2751816,27
51817,2751817,27
51818,2751818,27
51819,2751819,27
51820,2751820,27
51822,2751822,27
51823,2751823,27
51824,2751824,27
51825,2751825,27
51826,2751826,27
51827,2751827,27
51828,2751828,27
518650,27518650,27
518800,27518800,27
519120,27519120,27
53001,2753001,27
53004,2753004,27
530070,27530070,27
530085,27530085,27
530090,27530090,27
530101,27530101,27
530125,27530125,27
530240,27530240,27
530300,27530300,27
530450,27530450,27
530455,27530455,27
53050,2753050,27
530650,27530650,27
531080,27531080,27
531100,27531100,27
531500,27531500,27
531510,27531510,27
531610,27531610,27
532150,27532150,27
532440,27532440,27
532500,27532500,27
532506,27532506,27
532850,27532850,27
532860,27532860,27
533020,27533020,27
533300,27533300,27
533440,27533440,27
534020,27534020,27
534035,27534035,27
534100,27534100,27
534250,27534250,27
534780,27534780,27
534781,27534781,27
534782,27534782,27
534783,27534783,27
534784,27534784,27
534910,27534910,27
534920,27534920,27
534923,27534923,27
534924,27534924,27
535550,27535550,27
537530,27537530,27
53811,2753811,27
53812,2753812,27
53813,2753813,27
53814,2753814,27
53815,2753815,27
53816,2753816,27
53817,2753817,27
53819,2753819,27
5382,275382,27
538800,27538800,27
539120,27539120,27
540040,27540040,27
540085,27540085,27
540090,27540090,27
540101,27540101,27
540240,27540240,27
540300,27540300,27
54050,2754050,27
540500,27540500,27
540501,27540501,27
540502,27540502,27
540503,27540503,27
540504,27540504,27
540650,27540650,27
541080,27541080,27
541085,27541085,27
541100,27541100,27
541500,27541500,27
542050,27542050,27
542500,27542500,27
542506,27542506,27
542850,27542850,27
543020,27543020,27
543250,27543250,27
543500,27543500,27
543560,27543560,27
544020,27544020,27
544035,27544035,27
544780,27544780,27
544781,27544781,27
544950,27544950,27
545550,27545550,27
547330,27547330,27
54830,2754830,27
54831,2754831,27
54832,2754832,27
54834,2754834,27
54836,2754836,27
54837,2754837,27
54838,2754838,27
548800,27548800,27
560040,27560040,27
560085,27560085,27
560090,27560090,27
560095,27560095,27
560240,27560240,27
560300,27560300,27
56050,2756050,27
560500,27560500,27
560501,27560501,27
560502,27560502,27
560503,27560503,27
560504,27560504,27
561080,27561080,27
561100,27561100,27
561500,27561500,27
561610,27561610,27
562240,27562240,27
562500,27562500,27
562506,27562506,27
563020,27563020,27
563029,27563029,27
563070,27563070,27
563300,27563300,27
563305,27563305,27
564020,27564020,27
564035,27564035,27
564780,27564780,27
564920,27564920,27
564921,27564921,27
565550,27565550,27
567530,27567530,27
56820,2756820,27
56821,2756821,27
56822,2756822,27
56823,2756823,27
56824,2756824,27
568800,27568800,27
57001,2757001,27
570040,27570040,27
570070,27570070,27
570085,27570085,27
570090,27570090,27
570240,27570240,27
570300,27570300,27
57050,2757050,27
570500,27570500,27
570501,27570501,27
570502,27570502,27
570503,27570503,27
570504,27570504,27
570650,27570650,27
571010,27571010,27
571080,27571080,27
571085,27571085,27
571100,27571100,27
571500,27571500,27
571610,27571610,27
572050,27572050,27
572500,27572500,27
572506,27572506,27
572850,27572850,27
573020,27573020,27
573070,27573070,27
573120,27573120,27
573300,27573300,27
573305,27573305,27
574020,27574020,27
574035,27574035,27
574390,27574390,27
574920,27574920,27
574921,27574921,27
575550,27575550,27
576300,27576300,27
577530,27577530,27
57811,2757811,27
57812,2757812,27
57813,2757813,27
57814,2757814,27
57815,2757815,27
57816,2757816,27
57817,2757817,27
57818,2757818,27
578800,27578800,27
58001,2758001,27
580040,27580040,27
580085,27580085,27
580090,27580090,27
580230,27580230,27
580240,27580240,27
580300,27580300,27
580305,27580305,27
58050,2758050,27
580500,27580500,27
580501,27580501,27
580502,27580502,27
580503,27580503,27
580504,27580504,27
581080,27581080,27
581100,27581100,27
581220,27581220,27
581610,27581610,27
581800,27581800,27
581801,27581801,27
581802,27581802,27
581803,27581803,27
581804,27581804,27
582470,27582470,27
582500,27582500,27
582506,27582506,27
583240,27583240,27
583300,27583300,27
583305,27583305,27
584020,27584020,27
584035,27584035,27
584920,27584920,27
585345,27585345,27
585550,27585550,27
588010,27588010,27
58811,2758811,27
58812,2758812,27
58815,2758815,27
58816,2758816,27
58817,2758817,27
58818,2758818,27
58819,2758819,27
588800,27588800,27
589220,27589220,27
600,27600,27
603,27603,27
604,27604,27
605,27605,27
606,27606,27
607,27607,27
608,27608,27
609,27609,27
610,27610,27
611,27611,27
612,27612,27
613,27613,27
614,27614,27
615,27615,27
616,27616,27
617,27617,27
618,27618,27
619,27619,27
62,2762,27
630,27630,27
631,27631,27
632,27632,27
633,27633,27
634,27634,27
635,27635,27
636,27636,27
637,27637,27
638,27638,27
639,27639,27
640,27640,27
641,27641,27
642,27642,27
643,27643,27
644,27644,27
645,27645,27
646,27646,27
647,27647,27
648,27648,27
649,27649,27
650,27650,27
651,27651,27
652,27652,27
653,27653,27
654,27654,27
655,27655,27
656,27656,27
657,27657,27
658,27658,27
659,27659,27
660,27660,27
661,27661,27
662,27662,27
663,27663,27
664,27664,27
665,27665,27
670,27670,27
671,27671,27
672,27672,27
673,27673,27
674,27674,27
675,27675,27
676,27676,27
677,27677,27
678,27678,27
679,27679,27
680,27680,27
681,27681,27
682,27682,27
683,27683,27
684,27684,27
685,27685,27
686,27686,27
687,27687,27
688,27688,27
689,27689,27
690,27690,27
691,27691,27
692,27692,27
693,27693,27
694,27694,27
695,27695,27
710,27710,27
711,27711,27
712,27712,27
713,27713,27
714,27714,27
715,27715,27
716,27716,27
717,27717,27
718,27718,27
719,27719,27
72,2772,27
73,2773,27
74,2774,27
76,2776,27
78,2778,27
79,2779,27
800,27800,27
800001123,27800001123,27
800009434,27800009434,27
800056629,27800056629,27
8000602,278000602,27
8000610,278000610,27
80010002,2780010002,27
80010003,2780010003,27
80010004,2780010004,27
800123001,27800123001,27
800123566,27800123566,27
8001273,278001273,27
8001274,278001274,27
8001275,278001275,27
8001278,278001278,27
8001279,278001279,27
8001729,278001729,27
800223221,27800223221,27
800266272,27800266272,27
800289227,27800289227,27
80034724,2780034724,27
800378800,27800378800,27
80039000,2780039000,27
80039001,2780039001,27
80039002,2780039002,27
800397864,27800397864,27
800397935,27800397935,27
800472672,27800472672,27
800546367,27800546367,27
800600123,27800600123,27
800627837,27800627837,27
800672672,27800672672,27
800686387,27800686387,27
800692835,27800692835,27
800722722,27800722722,27
800733537,27800733537,27
800766684,27800766684,27
800786648,27800786648,27
80080001,2780080001,27
80080002,2780080002,27
80080003,2780080003,27
800864839,27800864839,27
800873287,27800873287,27
810,27810,27
811,27811,27
812,27812,27
813,27813,27
814,27814,27
815,27815,27
816,27816,27
817,27817,27
818,27818,27
8190,278190,27
8191,278191,27
8192,278192,27
82,2782,27
83,2783,27
84,2784,27
85,2785,27
85300,2785300,27
85301,2785301,27
85500,2785500,27
860,27860,27
860002001,27860002001,27
860002020,27860002020,27
860002438,27860002438,27
860002439,27860002439,27
860002525,27860002525,27
860002886,27860002886,27
860003600,27860003600,27
860005520,27860005520,27
860005964,27860005964,27
860007686,27860007686,27
86000799,2786000799,27
860014561,27860014561,27
8600156,278600156,27
86001900,2786001900,27
86001901,2786001901,27
86001902,2786001902,27
86001903,2786001903,27
86001904,2786001904,27
860022626,27860022626,27
8600239,278600239,27
860024361,27860024361,27
860024872,27860024872,27
86002765,2786002765,27
860028729,27860028729,27
8600294,278600294,27
8600322,278600322,27
860032451,27860032451,27
860032677,27860032677,27
860032835,27860032835,27
860035338,27860035338,27
860036000,27860036000,27
8600425,278600425,27
860046247,27860046247,27
860046293,27860046293,27
860047332,27860047332,27
860047665,27860047665,27
860048294,27860048294,27
860055200,27860055200,27
860056467,27860056467,27
860056629,27860056629,27
860057247,27860057247,27
8600610,278600610,27
860062936,27860062936,27
860067332,27860067332,27
86006970,2786006970,27
860072872,27860072872,27
86007332,2786007332,27
860073330,27860073330,27
860073429,27860073429,27
860073682,27860073682,27
860076293,27860076293,27
860078744,27860078744,27
860082302,27860082302,27
860086658,27860086658,27
86010178,2786010178,27
860112765,27860112765,27
860116293,27860116293,27
860122237,27860122237,27
860123602,27860123602,27
860131445,27860131445,27
8601445,278601445,27
8601446,278601446,27
8601447,278601447,27
8601448,278601448,27
8601449,278601449,27
860146243,27860146243,27
860146293,27860146293,27
8601480,278601480,27
8601481,278601481,27
8601482,278601482,27
8601483,278601483,27
860163271,27860163271,27
860163273,27860163273,27
860177272,27860177272,27
860218758,27860218758,27
860224356,27860224356,27
860227252,27860227252,27
860227354,27860227354,27
860227447,27860227447,27
860227568,27860227568,27
860232977,27860232977,27
860244820,27860244820,27
860255336,27860255336,27
860266272,27860266272,27
860266827,27860266827,27
860267435,27860267435,27
860272638,27860272638,27
860274266,27860274266,27
860287463,27860287463,27
860287822,27860287822,27
860306090,27860306090,27
860322487,27860322487,27
860325475,27860325475,27
860335487,27860335487,27
860338000,27860338000,27
860347243,27860347243,27
860347331,27860347331,27
860347783,27860347783,27
860347835,27860347835,27
860354913,27860354913,27
860358125,27860358125,27
860360000,27860360000,27
860367383,27860367383,27
86036739,2786036739,27
860368324,27860368324,27
860374625,27860374625,27
860378283,27860378283,27
860378800,27860378800,27
86037890,2786037890,27
860404408,27860404408,27
860422626,27860422626,27
860427336,27860427336,27
860436528,27860436528,27
860437226,27860437226,27
860438493,27860438493,27
860448377,27860448377,27
860459529,27860459529,27
860462478,27860462478,27
860467837,27860467837,27
860474793,27860474793,27
860506064,27860506064,27
860522627,27860522627,27
860527847,27860527847,27
860534257,27860534257,27
860552000,27860552000,27
860552465,27860552465,27
860596687,27860596687,27
860623367,27860623367,27
860633325,27860633325,27
860636669,27860636669,27
860638764,27860638764,27
860644878,27860644878,27
860651831,27860651831,27
860663274,27860663274,27
860663342,27860663342,27
860668273,27860668273,27
86066870,2786066870,27
860672643,27860672643,27
860685154,27860685154,27
860686387,27860686387,27
860688837,27860688837,27
8606907,278606907,27
8606908,278606908,27
8606909,278606909,27
8606910,278606910,27
8606911,278606911,27
8606912,278606912,27
8606913,278606913,27
8606914,278606914,27
8606915,278606915,27
8606916,278606916,27
860692835,27860692835,27
860696277,27860696277,27
860698294,27860698294,27
860723000,27860723000,27
860726293,27860726293,27
860727665,27860727665,27
860729292,27860729292,27
860729869,27860729869,27
860747322,27860747322,27
860764840,27860764840,27
860764842,27860764842,27
860766522,27860766522,27
86076660,2786076660,27
86076661,2786076661,27
86076662,2786076662,27
86076664,2786076664,27
86076665,2786076665,27
86076666,2786076666,27
86076668,2786076668,27
86076669,2786076669,27
86076670,2786076670,27
86076671,2786076671,27
86076672,2786076672,27
86076674,2786076674,27
86076675,2786076675,27
86076678,2786076678,27
86076679,2786076679,27
86076690,2786076690,27
86076691,2786076691,27
86076692,2786076692,27
86076693,2786076693,27
86076694,2786076694,27
86076695,2786076695,27
86076696,2786076696,27
86076698,2786076698,27
86076699,2786076699,27
86076701,2786076701,27
86076702,2786076702,27
86076703,2786076703,27
86076704,2786076704,27
86076705,2786076705,27
86076706,2786076706,27
86076707,2786076707,27
86076708,2786076708,27
86076709,2786076709,27
86076720,2786076720,27
86076721,2786076721,27
86076722,2786076722,27
86076723,2786076723,27
86076725,2786076725,27
86076726,2786076726,27
86076727,2786076727,27
860768265,27860768265,27
860786493,27860786493,27
860786724,27860786724,27
860786739,27860786739,27
860794647,27860794647,27
860822538,27860822538,27
860862860,27860862860,27
860864878,27860864878,27
860866827,27860866827,27
860887665,27860887665,27
860918915,27860918915,27
860919774,27860919774,27
860924837,27860924837,27
860925541,27860925541,27
860925542,27860925542,27
860925543,27860925543,27
860925544,27860925544,27
860925545,27860925545,27
860932580,27860932580,27
860935568,27860935568,27
860983000,27860983000,27
860987228,27860987228,27
8609950,278609950,27
8609951,278609951,27
8609952,278609952,27
8609953,278609953,27
861,27861,27
861001234,27861001234,27
86100140,2786100140,27
86100141,2786100141,27
86100142,2786100142,27
86100143,2786100143,27
86100144,2786100144,27
86100145,2786100145,27
86100146,2786100146,27
86100148,2786100148,27
86100152,2786100152,27
86100153,2786100153,27
861003558,27861003558,27
861004247,27861004247,27
8610051,278610051,27
861005520,27861005520,27
861005964,27861005964,27
861006284,27861006284,27
861006285,27861006285,27
861006286,27861006286,27
861006288,27861006288,27
861006289,27861006289,27
861006667,27861006667,27
861010002,27861010002,27
861010003,27861010003,27
86101021,2786101021,27
86101340,2786101340,27
861024387,27861024387,27
861037783,27861037783,27
861042387,27861042387,27
861046247,27861046247,27
861055200,27861055200,27
861056629,27861056629,27
861078744,27861078744,27
861084878,27861084878,27
861097633,27861097633,27
861100644,27861100644,27
861101644,27861101644,27
861110001,27861110001,27
861110002,27861110002,27
861110003,27861110003,27
861110004,27861110004,27
861110005,27861110005,27
861110006,27861110006,27
861110009,27861110009,27
861110010,27861110010,27
861110012,27861110012,27
861110013,27861110013,27
861112382,27861112382,27
861114644,27861114644,27
861115558,27861115558,27
861117427,27861117427,27
861118386,27861118386,27
861118647,27861118647,27
861119715,27861119715,27
861119990,27861119990,27
861123120,27861123120,27
861123644,27861123644,27
861123762,27861123762,27
861123787,27861123787,27
861128537,27861128537,27
861130456,27861130456,27
861131311,27861131311,27
861133667,27861133667,27
8611417,278611417,27
861144247,27861144247,27
861162747,27861162747,27
861172938,27861172938,27
861175425,27861175425,27
861186483,27861186483,27
86118920,2786118920,27
861199494,27861199494,27
861200004,27861200004,27
861220861,27861220861,27
861225375,27861225375,27
861226660,27861226660,27
861226661,27861226661,27
861226663,27861226663,27
861226664,27861226664,27
861226665,27861226665,27
861226668,27861226668,27
861227568,27861227568,27
861227635,27861227635,27
861227655,27861227655,27
861232276,27861232276,27
861232679,27861232679,27
861234762,27861234762,27
861236980,27861236980,27
861237224,27861237224,27
861242472,27861242472,27
861254649,27861254649,27
861257427,27861257427,27
861264435,27861264435,27
861266272,27861266272,27
861266328,27861266328,27
861266332,27861266332,27
861267900,27861267900,27
861267978,27861267978,27
861269764,27861269764,27
861272938,27861272938,27
861275738,27861275738,27
861292644,27861292644,27
861328267,27861328267,27
861328537,27861328537,27
861332837,27861332837,27
861334387,27861334387,27
861334878,27861334878,27
861336749,27861336749,27
861339668,27861339668,27
861346273,27861346273,27
861346819,27861346819,27
861347243,27861347243,27
861347257,27861347257,27
861352929,27861352929,27
861357272,27861357272,27
861362467,27861362467,27
861365327,27861365327,27
8613659,278613659,27
861367937,27861367937,27
861368243,27861368243,27
861368324,27861368324,27
8613701,278613701,27
8613702,278613702,27
861372343,27861372343,27
861378800,27861378800,27
861386348,27861386348,27
861387269,27861387269,27
861400101,27861400101,27
861400102,27861400102,27
861400104,27861400104,27
861400105,27861400105,27
861400106,27861400106,27
861400107,27861400107,27
861400108,27861400108,27
861400109,27861400109,27
861400110,27861400110,27
861400112,27861400112,27
861400113,27861400113,27
861400114,27861400114,27
861400904,27861400904,27
861422720,27861422720,27
861422721,27861422721,27
861422725,27861422725,27
861422730,27861422730,27
861422740,27861422740,27
86142871,2786142871,27
861433661,27861433661,27
861438493,27861438493,27
861442472,27861442472,27
861445465,27861445465,27
861456885,27861456885,27
861459529,27861459529,27
861462747,27861462747,27
861467058,27861467058,27
861472235,27861472235,27
861472644,27861472644,27
861472754,27861472754,27
861474793,27861474793,27
861484878,27861484878,27
861486472,27861486472,27
861496632,27861496632,27
861500904,27861500904,27
861528267,27861528267,27
861529648,27861529648,27
861533437,27861533437,27
861542848,27861542848,27
861552465,27861552465,27
861562694,27861562694,27
861566328,27861566328,27
